V1,V2,V3,V4,V5,V7,V8,V9,V10,PID,psid,K2,project,gc,term,Q_TotalDuration,med,consent,suburb,tap,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,hardship,contact,trap,t01,t02,t03,t04,t05,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13
R_ebbux7xN6gisJGR,Default Response Set,Anonymous,NA,NA,0,2015-03-19 12:30:21,2015-03-19 12:32:10,1,1131857057,iZXUO4qzTRS7oqigmSSgqQ**,27197,Qual712-0618WaterUtilities,1,NA,109,17011811539513,1,1,1,7,7,1,1,4,1,7,7,7,7,4,1,1,6,2,3,2,4,4,6,4,4,4,4,4,4,4,4,4,4,4
R_bIxwT2c6dwSclUN,Default Response Set,Anonymous,NA,NA,0,2015-03-19 12:28:01,2015-03-19 12:32:21,1,1274851204,iZXUO4qzTRT2OOO2rW9iNA**,27197,Qual712-0618WaterUtilities,1,NA,260,19161013568923,1,2,1,1,1,6,7,7,5,4,5,4,3,5,3,1,7,1,1,1,6,3,4,3,2,3,4,3,1,3,3,7,2,2
R_8IbC0K1OKGODKPr,Default Response Set,Anonymous,NA,NA,0,2015-03-19 12:29:51,2015-03-19 12:33:14,1,1218526199,iZXUO4qzTRRcPQgYeEgKGw**,27197,Qual712-0618WaterUtilities,2,otherCity,203,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_5bsLOwtAEAxoi0Z,Default Response Set,Anonymous,NA,NA,0,2015-03-19 12:37:31,2015-03-19 12:38:16,1,1274946580,iZXUO4qzTRTKw0Gql-8-aQ**,27197,Qual712-0618WaterUtilities,2,otherCity,45,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_agHosAKIXjkiEzH,Default Response Set,Anonymous,NA,NA,0,2015-03-19 12:38:12,2015-03-19 12:38:36,1,1277787224,iZXUO4qzTRQd2Qcbi9xXQg**,27197,Qual712-0618WaterUtilities,2,otherCity,24,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_3xbwOUEUQmVkOi1,Default Response Set,Anonymous,NA,NA,0,2015-03-19 12:34:59,2015-03-19 12:40:12,1,1255650613,iZXUO4qzTRTmfwBeFdy-yg**,27197,Qual712-0618WaterUtilities,1,NA,313,18872428686193,1,3,1,1,1,7,6,7,6,1,2,4,1,5,1,1,4,5,5,5,5,4,6,5,5,6,6,6,4,5,5,5,6,5
R_5dIMdTilWnlj1Hf,Default Response Set,Anonymous,NA,NA,0,2015-03-19 12:38:33,2015-03-19 12:40:41,1,1268256243,iZXUO4qzTRSDTiuT3ARPzA**,27197,Qual712-0618WaterUtilities,1,NA,128,19061891305093,1,3,1,1,3,4,7,7,4,4,6,4,4,1,1,1,7,4,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4
R_0k66T7e9H5j6Usd,Default Response Set,Anonymous,NA,NA,0,2015-03-19 12:37:43,2015-03-19 12:40:49,1,1275097958,iZXUO4qzTRQpre0IzYEqng**,27197,Qual712-0618WaterUtilities,1,NA,186,19164722281543,1,2,1,1,2,6,7,7,4,4,2,4,4,2,1,1,7,7,6,6,6,6,7,6,6,6,6,6,6,6,6,5,6,6
R_benxhc2gjSdsGEd,Default Response Set,Anonymous,NA,NA,0,2015-03-19 12:34:35,2015-03-19 12:41:46,1,1188474585,iZXUO4qzTRRvpEO2g48PNA**,27197,Qual712-0618WaterUtilities,1,NA,431,17862772985353,1,1,1,1,2,7,7,7,4,4,4,2,2,2,1,1,7,4,3,3,6,4,4,2,2,2,2,2,2,2,2,4,2,2
R_1BltvTFvBSrKNhP,Default Response Set,Anonymous,NA,NA,0,2015-03-19 12:31:15,2015-03-19 12:43:05,1,1195239692,iZXUO4qzTRTLMmvOL3JJFw**,27197,Qual712-0618WaterUtilities,1,NA,710,17964452543563,1,2,1,7,7,7,1,1,1,7,7,7,7,1,1,1,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
R_6mx8hU5H8LDfGtf,Default Response Set,Anonymous,NA,NA,0,2015-03-19 12:37:26,2015-03-19 12:44:24,1,1275263758,iZXUO4qzTRRwjXPlR1Qt7Q**,27197,Qual712-0618WaterUtilities,1,NA,418,19167214255543,1,1,1,1,1,7,7,7,2,7,7,5,5,6,4,1,6,1,2,1,1,4,6,4,6,6,4,4,4,4,4,1,3,4
R_aatfC2TvTu21r9z,Default Response Set,Anonymous,NA,NA,0,2015-03-19 12:40:22,2015-03-19 12:47:24,1,1167570521,iZXUO4qzTRS7s9xsQ0t3lQ**,27197,Qual712-0618WaterUtilities,1,NA,422,17548584903433,1,2,1,1,2,7,7,7,6,4,3,4,3,1,1,1,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,4,6,6
R_8wVwzXsMaMdQRIF,Default Response Set,Anonymous,NA,NA,0,2015-03-19 12:45:28,2015-03-19 12:48:08,1,1208584745,iZXUO4qzTRRRP3w2BbrU8Q**,27197,Qual712-0618WaterUtilities,2,attention,160,NA,1,1,1,1,2,7,7,7,3,5,4,5,3,5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_cMUHlHrcn6Gpam1,Default Response Set,Anonymous,NA,NA,0,2015-03-19 12:49:25,2015-03-19 12:49:44,1,1131887009,iZXUO4qzTRTaIS-zqZDwGA**,27197,Qual712-0618WaterUtilities,2,otherCity,19,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_bNHleHBwTW1Y5U1,Default Response Set,Anonymous,NA,NA,0,2015-03-19 12:45:06,2015-03-19 12:50:17,1,1278621989,iZXUO4qzTRTHs_AmdODjpQ**,27197,Qual712-0618WaterUtilities,2,attention,311,NA,1,2,1,1,4,6,6,7,6,3,1,4,1,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_0ujP2QqKrmzjeiF,Default Response Set,Anonymous,NA,NA,0,2015-03-19 12:49:19,2015-03-19 12:50:48,1,1094983011,iZXUO4qzTRRxAaIxmKotKw**,27197,Qual712-0618WaterUtilities,2,consent,89,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_0uOWEcZGLjqsTOZ,Default Response Set,Anonymous,NA,NA,0,2015-03-19 12:45:11,2015-03-19 12:51:00,1,1277763172,iZXUO4qzTRR358kiVnVTnQ**,27197,Qual712-0618WaterUtilities,1,NA,349,19204780447963,1,3,1,1,1,7,7,7,6,1,1,2,1,1,1,1,7,7,7,7,7,4,5,4,7,4,4,4,4,4,4,4,4,4
R_abl4ppzhCtWMF0N,Default Response Set,Anonymous,NA,NA,0,2015-03-19 12:52:23,2015-03-19 12:53:30,1,1275864570,iZXUO4qzTRRGDWm_-R4GmA**,27197,Qual712-0618WaterUtilities,1,NA,67,19176244459903,1,1,1,4,5,5,4,6,5,4,6,5,3,4,1,1,5,4,5,3,6,6,5,5,4,5,4,5,6,5,5,5,4,5
R_6QM5fwb3C5C68DP,Default Response Set,Anonymous,NA,NA,0,2015-03-19 12:55:17,2015-03-19 12:57:20,1,1277815588,iZXUO4qzTRSDFZbvmZ5vUQ**,27197,Qual712-0618WaterUtilities,1,NA,123,19205568260443,1,3,1,5,3,5,7,7,2,7,7,7,3,2,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
R_1HueOxmudVZvyQZ,Default Response Set,Anonymous,NA,NA,0,2015-03-19 12:53:49,2015-03-19 12:57:24,1,1131876225,iZXUO4qzTRSaOvBc3uZfIA**,27197,Qual712-0618WaterUtilities,1,NA,215,17012099634553,1,2,1,1,1,7,7,7,4,4,1,5,4,1,1,1,7,7,7,7,7,6,7,6,7,7,7,6,6,7,6,7,7,7
R_eb3VEEmKD6pQaWN,Default Response Set,Anonymous,NA,NA,0,2015-03-19 12:51:28,2015-03-19 12:58:20,1,1271424568,iZXUO4qzTRQU5Gcd1k4W9w**,27197,Qual712-0618WaterUtilities,1,NA,412,19109511229843,1,2,1,1,1,2,5,6,3,1,1,4,1,7,3,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
R_6qT6EFXNFdfw3WJ,Default Response Set,Anonymous,NA,NA,0,2015-03-19 12:54:52,2015-03-19 12:59:11,1,1131929837,iZXUO4qzTRS5UoiDRdWYMg**,27197,Qual712-0618WaterUtilities,1,NA,259,17012905422913,1,2,1,3,4,6,5,6,3,6,4,5,3,2,1,1,6,5,4,4,6,5,4,4,4,4,4,4,4,2,4,5,4,4
R_3EmiLx4d6IuRYzP,Default Response Set,Anonymous,NA,NA,0,2015-03-19 12:55:12,2015-03-19 12:59:29,1,1106184812,iZXUO4qzTRR9U7j9Pnyd1Q**,27197,Qual712-0618WaterUtilities,1,NA,257,16625957697163,1,1,1,1,1,7,7,7,4,4,4,4,1,4,1,1,6,3,5,2,3,4,6,4,5,4,4,4,2,1,4,4,4,4
R_2f9eVEc06ZhyPrv,Default Response Set,Anonymous,NA,NA,0,2015-03-19 12:52:27,2015-03-19 12:59:42,1,1079193006,iZXUO4qzTRRPvIT4ZKxixw**,27197,Qual712-0618WaterUtilities,1,NA,435,16220270852983,1,3,1,1,1,7,7,7,7,1,1,1,1,1,2,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
R_daQha8mXBMIUfGJ,Default Response Set,Anonymous,NA,NA,0,2015-03-19 12:59:17,2015-03-19 13:01:05,1,1230079312,iZXUO4qzTRSdiKTOfMn4TA**,27197,Qual712-0618WaterUtilities,1,NA,108,18488092032163,1,1,1,3,2,7,4,7,4,3,3,5,3,4,1,1,6,6,6,5,6,6,5,6,6,6,6,6,6,4,6,6,5,5
R_6fp73QMtqoTepc9,Default Response Set,Anonymous,NA,NA,0,2015-03-19 12:47:16,2015-03-19 13:03:22,1,1091052507,iZXUO4qzTRTp_m8nPSZqAQ**,27197,Qual712-0618WaterUtilities,1,NA,966,16398519153013,1,2,1,2,1,4,7,7,4,7,2,6,4,5,2,1,5,6,6,4,7,5,7,5,7,4,7,5,5,5,5,5,5,4
R_4GUjNuLrqpNQv2d,Default Response Set,Anonymous,NA,NA,0,2015-03-19 13:03:14,2015-03-19 13:04:34,1,1225537740,iZXUO4qzTRTFQD_mOZb7hg**,27197,Qual712-0618WaterUtilities,2,attention,80,NA,1,1,1,6,4,4,6,5,3,5,3,5,3,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_dnz3k3b6s1X3hvn,Default Response Set,Anonymous,NA,NA,0,2015-03-19 12:56:06,2015-03-19 13:05:31,1,1277811040,iZXUO4qzTRTKMGJ6psn-HQ**,27197,Qual712-0618WaterUtilities,1,NA,565,19205499904003,1,2,1,1,1,6,1,1,6,2,6,6,6,1,1,1,7,7,7,7,7,7,7,6,7,7,7,7,6,7,6,7,6,7
R_3eDB0PMIH4x1445,Default Response Set,Anonymous,NA,NA,0,2015-03-19 12:59:56,2015-03-19 13:05:41,1,1254518068,iZXUO4qzTRRg-yQ_r1DPSA**,27197,Qual712-0618WaterUtilities,2,attention,345,NA,1,3,1,1,1,7,7,7,7,3,1,1,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_6AtAUE52lGzoWNv,Default Response Set,Anonymous,NA,NA,0,2015-03-19 13:06:41,2015-03-19 13:07:13,1,1278529109,iZXUO4qzTRTR_tlL08MQYg**,27197,Qual712-0618WaterUtilities,2,otherCity,32,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_bd75C7fVayH01N3,Default Response Set,Anonymous,NA,NA,0,2015-03-19 13:03:35,2015-03-19 13:07:27,1,1278037634,iZXUO4qzTRQu5gH5r6eVvg**,27197,Qual712-0618WaterUtilities,1,NA,232,19208905611823,1,3,1,2,2,6,5,6,4,4,5,4,4,4,1,1,7,5,6,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4
R_6YbLJLc7hRY0RzD,Default Response Set,Anonymous,NA,NA,0,2015-03-19 13:04:13,2015-03-19 13:07:59,1,1231628158,iZXUO4qzTRQRtSrBUKHASw**,27197,Qual712-0618WaterUtilities,1,NA,226,18511371187543,1,2,1,1,1,5,7,7,6,4,4,4,5,1,1,1,7,7,7,7,7,4,6,4,7,6,4,4,4,4,4,4,4,4
R_eIGIH0Q43f5ANiB,Default Response Set,Anonymous,NA,NA,0,2015-03-19 13:06:21,2015-03-19 13:08:11,1,1208631733,iZXUO4qzTRQ5AdfLwaJARA**,27197,Qual712-0618WaterUtilities,1,NA,110,18165734919793,1,3,1,1,2,6,6,7,3,1,2,5,5,7,2,1,2,4,3,1,2,4,5,3,4,5,5,4,3,4,3,5,6,3
R_czQatsPMhr66jRz,Default Response Set,Anonymous,NA,NA,0,2015-03-19 13:06:39,2015-03-19 13:11:46,1,1277272951,iZXUO4qzTRTKrIieV3aSqw**,27197,Qual712-0618WaterUtilities,1,NA,307,19197412426333,1,1,1,1,1,6,7,7,6,1,1,3,1,1,1,1,7,1,1,4,1,7,7,4,4,4,7,7,7,4,7,7,4,7
R_bPdKqEoNxB3Xbjn,Default Response Set,Anonymous,NA,NA,0,2015-03-19 13:11:02,2015-03-19 13:13:37,1,1264642118,iZXUO4qzTRTaMrUDToaTLA**,27197,Qual712-0618WaterUtilities,1,NA,155,19007571006343,1,3,1,1,1,7,7,7,6,4,1,4,2,1,2,1,7,5,5,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7
R_8eTqi6lOq8yFmQd,Default Response Set,Anonymous,NA,NA,0,2015-03-19 13:13:22,2015-03-19 13:13:51,1,1192604383,iZXUO4qzTRQ9oXx8kYXpLg**,27197,Qual712-0618WaterUtilities,2,attention,29,NA,1,1,1,6,7,7,6,6,7,6,6,6,7,3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_aXCtHKoJMXUKV9j,Default Response Set,Anonymous,NA,NA,0,2015-03-19 13:12:48,2015-03-19 13:15:07,1,1277909185,iZXUO4qzTRQbf0NYaGiOTw**,27197,Qual712-0618WaterUtilities,1,NA,139,19206975023353,1,2,1,1,1,7,7,7,5,3,1,1,3,1,2,1,7,7,4,7,3,6,7,5,7,7,7,7,7,7,7,7,6,6
R_5hhU6zIMhbE6lMN,Default Response Set,Anonymous,NA,NA,0,2015-03-19 13:13:34,2015-03-19 13:15:10,1,1277894991,iZXUO4qzTRRqJL3KzxGyLw**,27197,Qual712-0618WaterUtilities,2,attention,96,NA,1,3,1,3,4,4,5,5,4,6,4,6,4,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_bJJwP06JfXATI9f,Default Response Set,Anonymous,NA,NA,0,2015-03-19 13:14:58,2015-03-19 13:18:41,1,1273525361,iZXUO4qzTRTfk5qOtU9M0g**,27197,Qual712-0618WaterUtilities,2,attention,223,NA,1,2,1,1,1,5,7,7,2,6,6,7,7,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_5cf8EGJerSuH8Ql,Default Response Set,Anonymous,NA,NA,0,2015-03-19 13:17:23,2015-03-19 13:20:53,1,1277241784,iZXUO4qzTRQWZmBymtJyJA**,27197,Qual712-0618WaterUtilities,2,attention,210,NA,1,1,1,6,4,3,3,6,4,4,4,3,4,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_ezzE76rem12TvW5,Default Response Set,Anonymous,NA,NA,0,2015-03-19 13:19:34,2015-03-19 13:22:17,1,1257151822,iZXUO4qzTRSIrJ8XQ6_mwg**,27197,Qual712-0618WaterUtilities,1,NA,163,18894991857463,1,2,1,3,3,6,5,6,4,5,3,4,4,1,2,1,6,6,6,3,6,4,6,4,6,5,6,4,4,5,6,6,6,4
R_9S4IuqRavgu5BGt,Default Response Set,Anonymous,NA,NA,0,2015-03-19 13:18:48,2015-03-19 13:24:21,1,1222393827,iZXUO4qzTRSNS_0iQuXFgg**,27197,Qual712-0618WaterUtilities,1,NA,333,18372579192613,1,2,1,2,1,5,7,7,4,4,4,4,4,3,2,1,5,3,3,3,5,3,5,5,3,5,5,3,3,4,5,5,4,3
R_1RCfwEbf8bJUkIJ,Default Response Set,Anonymous,NA,NA,0,2015-03-19 13:21:23,2015-03-19 13:25:42,1,1197075973,iZXUO4qzTRT1Yes11dDD0A**,27197,Qual712-0618WaterUtilities,1,NA,259,17992051846993,1,1,1,1,1,7,7,7,4,3,1,3,1,7,4,1,7,7,5,3,7,4,7,5,6,6,5,6,5,5,4,7,5,5
R_bdRWHElAdXf7T7L,Default Response Set,Anonymous,NA,NA,0,2015-03-19 13:21:22,2015-03-19 13:26:08,1,1258954030,iZXUO4qzTRSkJcAX0iywQA**,27197,Qual712-0618WaterUtilities,1,NA,286,18922079043703,1,3,1,1,4,6,7,7,4,4,4,4,2,2,1,1,6,6,3,4,4,7,6,4,4,4,6,4,4,5,4,7,5,5
R_aXG2U8bxJxFp6MR,Default Response Set,Anonymous,NA,NA,0,2015-03-19 13:24:44,2015-03-19 13:27:41,1,1226685623,iZXUO4qzTRSjFuWh93MC4g**,27197,Qual712-0618WaterUtilities,2,attention,177,NA,1,3,1,1,4,7,7,7,4,4,3,4,4,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_00U6jB796KKyowB,Default Response Set,Anonymous,NA,NA,0,2015-03-19 13:17:16,2015-03-19 13:29:01,1,1277776990,iZXUO4qzTRT0cDlloSSuUw**,27197,Qual712-0618WaterUtilities,1,NA,705,19204988132503,1,3,1,1,1,5,7,7,5,4,1,4,5,2,2,1,6,6,6,6,2,6,6,4,4,4,6,4,2,4,4,5,4,6
R_9ElpnDwICH31WWp,Default Response Set,Anonymous,NA,NA,0,2015-03-19 13:27:39,2015-03-19 13:30:56,1,1268014722,iZXUO4qzTRQaE-uPlaY2Og**,27197,Qual712-0618WaterUtilities,1,NA,197,19058261244463,1,2,1,1,2,6,7,6,6,2,2,2,2,4,1,1,4,5,4,4,4,4,5,4,4,4,4,4,6,4,4,4,4,4
R_6MeGp3wEfvjLFWd,Default Response Set,Anonymous,NA,NA,0,2015-03-19 13:29:45,2015-03-19 13:30:59,1,1278525535,iZXUO4qzTRRk42K4hY3GSg**,27197,Qual712-0618WaterUtilities,1,NA,74,19216238763853,1,1,1,1,1,7,7,7,7,1,1,1,1,1,4,1,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
R_czITzakuOdepsRn,Default Response Set,Anonymous,NA,NA,0,2015-03-19 13:31:16,2015-03-19 13:31:44,1,1278630599,iZXUO4qzTRQi06gogXE2Ug**,27197,Qual712-0618WaterUtilities,2,otherCity,28,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_eS5x59XFWFPaZnf,Default Response Set,Anonymous,NA,NA,0,2015-03-19 13:28:29,2015-03-19 13:32:07,1,1275241501,iZXUO4qzTRSjPsQJv5AKqw**,27197,Qual712-0618WaterUtilities,1,NA,218,19166879732833,1,3,1,2,2,5,6,6,2,4,4,6,4,2,2,1,6,5,5,2,5,6,6,4,6,5,5,4,4,3,4,6,4,4
R_8e9J0htepqg2cWF,Default Response Set,Anonymous,NA,NA,0,2015-03-19 13:24:55,2015-03-19 13:32:32,1,1276367190,iZXUO4qzTRQT5ecUjBf9UQ**,27197,Qual712-0618WaterUtilities,1,NA,457,19183798838503,1,2,1,1,1,1,7,7,7,1,1,7,1,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
R_1ERDBXf1INVDu4J,Default Response Set,Anonymous,NA,NA,0,2015-03-19 13:31:53,2015-03-19 13:34:22,1,1260386323,iZXUO4qzTRS4vBVLA_-YJA**,27197,Qual712-0618WaterUtilities,1,NA,149,18943606407493,1,1,1,1,1,7,7,7,7,1,1,3,1,1,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
R_0k3wDE1QMaDkAxT,Default Response Set,Anonymous,NA,NA,0,2015-03-19 13:35:57,2015-03-19 13:36:21,1,1277772075,iZXUO4qzTRSPwcWi4l3BvQ**,27197,Qual712-0618WaterUtilities,2,otherCity,24,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_07F4LZpiO5wQ7B3,Default Response Set,Anonymous,NA,NA,0,2015-03-19 13:26:26,2015-03-19 13:36:48,1,1278539321,iZXUO4qzTRT2J3Sp1MV76w**,27197,Qual712-0618WaterUtilities,1,NA,622,19216445967433,1,2,1,1,4,4,7,7,4,5,4,4,4,7,1,1,7,7,4,7,7,3,5,4,7,4,4,4,4,5,2,5,4,4
R_2fWemUNj55RvEOx,Default Response Set,Anonymous,NA,NA,0,2015-03-19 13:36:07,2015-03-19 13:39:25,1,1277775773,iZXUO4qzTRRirtcSfLW_rA**,27197,Qual712-0618WaterUtilities,1,NA,198,19204969840993,1,1,1,1,1,7,7,7,7,4,7,7,4,4,1,1,1,2,1,1,1,4,1,1,1,1,1,4,1,4,1,1,1,1
R_6PC7iq0zaxWERSJ,Default Response Set,Anonymous,NA,NA,0,2015-03-19 13:39:41,2015-03-19 13:39:59,1,1277777411,iZXUO4qzTRRgDxCrRoUd0Q**,27197,Qual712-0618WaterUtilities,2,otherCity,18,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_cHGmqvK21YPdoqx,Default Response Set,Anonymous,NA,NA,0,2015-03-19 13:39:40,2015-03-19 13:41:23,1,1221831791,iZXUO4qzTRSYxmnjcr3yiw**,27197,Qual712-0618WaterUtilities,2,attention,103,NA,1,3,1,2,4,2,6,6,3,3,5,4,3,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_5i2z9nZ40gTX5f7,Default Response Set,Anonymous,NA,NA,0,2015-03-19 13:39:41,2015-03-19 13:44:20,1,1249369092,iZXUO4qzTRQldUU-J-e77A**,27197,Qual712-0618WaterUtilities,1,NA,279,18778017425563,1,1,1,1,1,7,7,7,4,7,3,5,3,1,2,1,7,7,5,5,3,6,6,5,6,4,6,7,6,5,5,6,7,6
R_0fenP6szoDe4inr,Default Response Set,Anonymous,NA,NA,0,2015-03-19 13:40:04,2015-03-19 13:45:20,1,1273457544,iZXUO4qzTRRrfDvRCoAJ5A**,27197,Qual712-0618WaterUtilities,1,NA,316,19140066859123,1,2,1,3,3,6,6,6,5,4,3,5,4,2,2,1,7,7,7,7,7,5,6,6,7,6,7,6,4,6,5,6,7,6
R_0qek9QDr53gDV5j,Default Response Set,Anonymous,NA,NA,0,2015-03-19 13:42:29,2015-03-19 13:45:41,1,1217773302,iZXUO4qzTRSoSibLw9WCXw**,27197,Qual712-0618WaterUtilities,1,NA,192,18303132701863,1,3,1,1,1,7,7,7,7,3,4,7,3,4,2,1,6,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
R_0cThI07LrDIVRd3,Default Response Set,Anonymous,NA,NA,0,2015-03-19 13:40:43,2015-03-19 13:48:12,1,1079271344,iZXUO4qzTRR-FIKDxKqQJw**,27197,Qual712-0618WaterUtilities,1,NA,449,16221448273123,1,2,1,1,1,4,7,7,1,7,4,7,4,1,1,1,7,7,7,7,3,7,7,4,7,4,7,4,4,4,4,7,7,7
R_bg55ihGJsrAzpUp,Default Response Set,Anonymous,NA,NA,0,2015-03-19 13:39:41,2015-03-19 13:50:37,1,1131882051,iZXUO4qzTRRJPu0KLHraBg**,27197,Qual712-0618WaterUtilities,1,NA,656,17012187199333,1,1,1,2,2,6,6,6,2,6,6,6,2,1,2,1,7,6,6,6,6,6,6,6,6,6,6,5,4,6,6,7,6,6
R_cO53D2sUuOOjC3X,Default Response Set,Anonymous,NA,NA,0,2015-03-19 13:46:33,2015-03-19 13:50:55,1,1278066296,iZXUO4qzTRQoaoR94t5vUQ**,27197,Qual712-0618WaterUtilities,1,NA,262,19209336401683,1,3,1,3,4,5,5,5,2,6,4,4,4,1,1,1,7,2,6,1,3,4,6,4,6,4,4,4,4,4,4,4,4,4
R_1X1xNEvUDRgGbul,Default Response Set,Anonymous,NA,NA,0,2015-03-19 13:49:22,2015-03-19 13:51:30,1,1277263227,iZXUO4qzTRR-dPD7Yp_KeA**,27197,Qual712-0618WaterUtilities,1,NA,128,19197266274613,1,3,1,3,3,5,6,5,4,4,3,2,4,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
R_9uxpSIfdnx6YmTb,Default Response Set,Anonymous,NA,NA,0,2015-03-19 13:49:32,2015-03-19 13:52:05,1,1131891088,iZXUO4qzTRRmRIxn_u_M5A**,27197,Qual712-0618WaterUtilities,1,NA,153,17012323025443,1,1,1,3,4,4,4,4,3,4,1,1,3,3,1,1,5,4,6,5,6,6,5,6,5,4,5,5,6,5,4,5,5,5
R_eaE2TnpD7m6XJaJ,Default Response Set,Anonymous,NA,NA,0,2015-03-19 13:49:55,2015-03-19 13:52:53,1,1276501231,iZXUO4qzTRQrpm9aRkrQpg**,27197,Qual712-0618WaterUtilities,2,attention,178,NA,1,1,1,1,5,5,5,7,3,4,5,6,3,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_5AVzhznQXpOvdKR,Default Response Set,Anonymous,NA,NA,0,2015-03-19 13:53:13,2015-03-19 13:55:55,1,1131924056,iZXUO4qzTRQpQ8eJcFX00g**,27197,Qual712-0618WaterUtilities,1,NA,162,17012818534483,1,2,1,1,1,7,7,7,4,4,3,4,4,1,3,1,7,7,6,7,7,7,7,4,4,4,4,4,4,3,4,7,4,4
R_06NEsDaJ8WI3GnP,Default Response Set,Anonymous,NA,NA,0,2015-03-19 13:57:18,2015-03-19 13:59:02,1,1254723721,iZXUO4qzTRQtlIOyajSz2w**,27197,Qual712-0618WaterUtilities,1,NA,104,18858497499433,1,3,1,1,1,6,6,7,6,3,2,3,2,6,4,1,6,7,7,6,6,6,7,7,7,7,6,6,6,7,6,6,6,6
