Sample_No,Date,Sample_Point,Town,Measure,Result,Units
651294,2070-07-11,BL_10984,Blancathey,Chlorine Total,0.55,mg/L
615445,2070-07-11,BL_10984,Blancathey,E. coli,0,Orgs/100mL
632501,2070-07-11,BL_10984,Blancathey,Turbidity,0.1,NTU
699922,2070-07-16,WA_19229,Wakefield,Chlorine Total,1.79,mg/L
672028,2070-07-16,SN_10238,Snake's Canyon,Chlorine Total,1.5,mg/L
639834,2070-07-16,ME_16234,Merton,Chlorine Total,0.27,mg/L
675603,2070-07-16,SO_18289,Southwold,Chlorine Total,0.2,mg/L
661132,2070-07-16,SW_15551,Swadlincote,Chlorine Total,0.18,mg/L
659009,2070-07-16,TA_19639,Tarnstead,Chlorine Total,0.16,mg/L
687785,2070-07-16,ME_16234,Merton,E. coli,0,Orgs/100mL
621101,2070-07-16,SO_18289,Southwold,E. coli,0,Orgs/100mL
623754,2070-07-16,SN_10238,Snake's Canyon,E. coli,0,Orgs/100mL
648605,2070-07-16,WA_19229,Wakefield,E. coli,0,Orgs/100mL
688460,2070-07-16,SW_15551,Swadlincote,E. coli,0,Orgs/100mL
664743,2070-07-16,TA_19639,Tarnstead,E. coli,0,Orgs/100mL
659528,2070-07-16,SO_18289,Southwold,THM,0.009,mg/L
685753,2070-07-16,SN_10238,Snake's Canyon,THM,0.002,mg/L
662936,2070-07-16,SO_18289,Southwold,Turbidity,0.2,NTU
693892,2070-07-16,SN_10238,Snake's Canyon,Turbidity,0.2,NTU
613796,2070-07-16,SW_15551,Swadlincote,Turbidity,0.2,NTU
652322,2070-07-16,ME_16234,Merton,Turbidity,0.1,NTU
646112,2070-07-16,WA_19229,Wakefield,Turbidity,0.1,NTU
650727,2070-07-16,TA_19639,Tarnstead,Turbidity,0.1,NTU
605455,2070-07-18,BL_10027,Blancathey,Chlorine Total,0.56,mg/L
654233,2070-07-18,BL_10027,Blancathey,E. coli,0,Orgs/100mL
675747,2070-07-18,BL_10027,Blancathey,Turbidity,0.2,NTU
661913,2070-07-23,ME_14915,Merton,Chlorine Total,1.12,mg/L
631014,2070-07-23,SN_12633,Snake's Canyon,Chlorine Total,0.55,mg/L
697154,2070-07-23,SW_14121,Swadlincote,Chlorine Total,0.54,mg/L
689788,2070-07-23,WA_15863,Wakefield,Chlorine Total,0.16,mg/L
662967,2070-07-23,SO_13252,Southwold,Chlorine Total,0.1,mg/L
612357,2070-07-23,TA_18683,Tarnstead,Chlorine Total,0.025,mg/L
658387,2070-07-23,WA_15863,Wakefield,E. coli,0,Orgs/100mL
662122,2070-07-23,ME_14915,Merton,E. coli,0,Orgs/100mL
691008,2070-07-23,SN_12633,Snake's Canyon,E. coli,0,Orgs/100mL
654555,2070-07-23,SO_13252,Southwold,E. coli,0,Orgs/100mL
645870,2070-07-23,TA_18683,Tarnstead,E. coli,0,Orgs/100mL
673385,2070-07-23,SW_14121,Swadlincote,E. coli,0,Orgs/100mL
679247,2070-07-23,ME_14915,Merton,Turbidity,0.3,NTU
692063,2070-07-23,TA_18683,Tarnstead,Turbidity,0.2,NTU
678487,2070-07-23,SW_14121,Swadlincote,Turbidity,0.2,NTU
621142,2070-07-23,WA_15863,Wakefield,Turbidity,0.1,NTU
691188,2070-07-23,SN_12633,Snake's Canyon,Turbidity,0.1,NTU
605252,2070-07-23,SO_13252,Southwold,Turbidity,0.1,NTU
637513,2070-07-25,BL_15407,Blancathey,Chlorine Total,1.11,mg/L
689467,2070-07-25,BL_15407,Blancathey,E. coli,0,Orgs/100mL
672751,2070-07-25,BL_15407,Blancathey,THM,0.001,mg/L
610010,2070-07-25,BL_15407,Blancathey,Turbidity,0.2,NTU
660693,2070-07-30,SN_11009,Snake's Canyon,Chlorine Total,1.41,mg/L
629030,2070-07-30,WA_16258,Wakefield,Chlorine Total,1.19,mg/L
656159,2070-07-30,ME_15385,Merton,Chlorine Total,1.07,mg/L
612762,2070-07-30,TA_18370,Tarnstead,Chlorine Total,0.69,mg/L
670350,2070-07-30,SO_12771,Southwold,Chlorine Total,0.4,mg/L
606323,2070-07-30,SW_15541,Swadlincote,Chlorine Total,0.16,mg/L
604823,2070-07-30,SN_11009,Snake's Canyon,E. coli,0,Orgs/100mL
642525,2070-07-30,ME_15385,Merton,E. coli,0,Orgs/100mL
620194,2070-07-30,SW_15541,Swadlincote,E. coli,0,Orgs/100mL
684389,2070-07-30,SO_12771,Southwold,E. coli,0,Orgs/100mL
696707,2070-07-30,TA_18370,Tarnstead,E. coli,0,Orgs/100mL
620855,2070-07-30,WA_16258,Wakefield,E. coli,0,Orgs/100mL
645454,2070-07-30,ME_15385,Merton,Turbidity,0.3,NTU
618553,2070-07-30,SO_12771,Southwold,Turbidity,0.3,NTU
669640,2070-07-30,SN_11009,Snake's Canyon,Turbidity,0.2,NTU
671810,2070-07-30,TA_18370,Tarnstead,Turbidity,0.2,NTU
645417,2070-07-30,WA_16258,Wakefield,Turbidity,0.2,NTU
600583,2070-07-30,SW_15541,Swadlincote,Turbidity,0.1,NTU
659601,2070-08-01,BL_11064,Blancathey,Chlorine Total,0.54,mg/L
690829,2070-08-01,BL_11064,Blancathey,E. coli,0,Orgs/100mL
620908,2070-08-01,BL_11064,Blancathey,Turbidity,0.2,NTU
626365,2070-08-06,WA_12574,Wakefield,Chlorine Total,1.55,mg/L
629851,2070-08-06,ME_19428,Merton,Chlorine Total,1.44,mg/L
659125,2070-08-06,WA_14286,Wakefield,Chlorine Total,1.07,mg/L
629474,2070-08-06,SN_19642,Snake's Canyon,Chlorine Total,0.68,mg/L
655166,2070-08-06,TA_15138,Tarnstead,Chlorine Total,0.38,mg/L
615337,2070-08-06,SO_12411,Southwold,Chlorine Total,0.38,mg/L
649999,2070-08-06,SW_17608,Swadlincote,Chlorine Total,0.06,mg/L
628877,2070-08-06,ME_19428,Merton,E. coli,0,Orgs/100mL
659997,2070-08-06,WA_14286,Wakefield,E. coli,0,Orgs/100mL
614454,2070-08-06,TA_15138,Tarnstead,E. coli,0,Orgs/100mL
646835,2070-08-06,SO_12411,Southwold,E. coli,0,Orgs/100mL
670713,2070-08-06,SW_17608,Swadlincote,E. coli,0,Orgs/100mL
618967,2070-08-06,SN_19642,Snake's Canyon,E. coli,0,Orgs/100mL
692587,2070-08-06,WA_12574,Wakefield,E. coli,0,Orgs/100mL
674225,2070-08-06,ME_19428,Merton,THM,0.26814,mg/L
693940,2070-08-06,SW_17608,Swadlincote,THM,0.029,mg/L
660317,2070-08-06,TA_15138,Tarnstead,THM,0.001,mg/L
625081,2070-08-06,SN_19642,Snake's Canyon,THM,0.001,mg/L
688209,2070-08-06,ME_19428,Merton,Turbidity,0.3,NTU
636976,2070-08-06,SO_12411,Southwold,Turbidity,0.3,NTU
675674,2070-08-06,SN_19642,Snake's Canyon,Turbidity,0.3,NTU
686658,2070-08-06,WA_12574,Wakefield,Turbidity,0.3,NTU
680962,2070-08-06,TA_15138,Tarnstead,Turbidity,0.2,NTU
645726,2070-08-06,SW_17608,Swadlincote,Turbidity,0.2,NTU
609222,2070-08-08,BL_15694,Blancathey,Chlorine Total,1.71,mg/L
649148,2070-08-08,BL_15694,Blancathey,E. coli,0,Orgs/100mL
610132,2070-08-08,BL_15694,Blancathey,Turbidity,0.3,NTU
639106,2070-08-13,WA_11283,Wakefield,Chlorine Total,1.9,mg/L
683937,2070-08-13,ME_12236,Merton,Chlorine Total,1.32,mg/L
606854,2070-08-13,SW_14500,Swadlincote,Chlorine Total,0.42,mg/L
653166,2070-08-13,TA_16763,Tarnstead,Chlorine Total,0.27,mg/L
662684,2070-08-13,SO_17995,Southwold,Chlorine Total,0.25,mg/L
642663,2070-08-13,SN_15191,Snake's Canyon,Chlorine Total,0.025,mg/L
636364,2070-08-13,TA_16763,Tarnstead,E. coli,0,Orgs/100mL
670688,2070-08-13,ME_12236,Merton,E. coli,0,Orgs/100mL
621262,2070-08-13,SW_14500,Swadlincote,E. coli,0,Orgs/100mL
664233,2070-08-13,SN_15191,Snake's Canyon,E. coli,0,Orgs/100mL
637963,2070-08-13,SO_17995,Southwold,E. coli,0,Orgs/100mL
640823,2070-08-13,WA_11283,Wakefield,E. coli,0,Orgs/100mL
603502,2070-08-13,SO_17995,Southwold,THM,0.007,mg/L
605513,2070-08-13,TA_16763,Tarnstead,Turbidity,0.2,NTU
646446,2070-08-13,ME_12236,Merton,Turbidity,0.2,NTU
646647,2070-08-13,SW_14500,Swadlincote,Turbidity,0.2,NTU
618463,2070-08-13,SN_15191,Snake's Canyon,Turbidity,0.2,NTU
673809,2070-08-13,SO_17995,Southwold,Turbidity,0.2,NTU
694937,2070-08-13,WA_11283,Wakefield,Turbidity,0.2,NTU
612090,2070-08-15,BL_10901,Blancathey,Chlorine Total,1.44,mg/L
694154,2070-08-15,BL_10901,Blancathey,E. coli,0,Orgs/100mL
604852,2070-08-15,BL_10901,Blancathey,Turbidity,0.2,NTU
660029,2070-08-21,WA_11471,Wakefield,Chlorine Total,1.44,mg/L
629409,2070-08-21,BL_19383,Blancathey,Chlorine Total,1.32,mg/L
605090,2070-08-21,SW_10228,Swadlincote,Chlorine Total,0.48,mg/L
633595,2070-08-21,TA_13119,Tarnstead,Chlorine Total,0.45,mg/L
617523,2070-08-21,SO_13001,Southwold,Chlorine Total,0.32,mg/L
608813,2070-08-21,ME_16234,Merton,Chlorine Total,0.08,mg/L
656787,2070-08-21,SN_16059,Snake's Canyon,Chlorine Total,0.025,mg/L
688019,2070-08-21,ME_16234,Merton,E. coli,0,Orgs/100mL
638962,2070-08-21,SO_13001,Southwold,E. coli,0,Orgs/100mL
674859,2070-08-21,SN_16059,Snake's Canyon,E. coli,0,Orgs/100mL
655661,2070-08-21,WA_11471,Wakefield,E. coli,0,Orgs/100mL
616484,2070-08-21,TA_13119,Tarnstead,E. coli,0,Orgs/100mL
655490,2070-08-21,SW_10228,Swadlincote,E. coli,0,Orgs/100mL
608695,2070-08-21,BL_19383,Blancathey,E. coli,0,Orgs/100mL
677958,2070-08-21,WA_11471,Wakefield,THM,0.001,mg/L
665554,2070-08-21,BL_19383,Blancathey,THM,0.0005,mg/L
697126,2070-08-21,WA_11471,Wakefield,Turbidity,0.3,NTU
671247,2070-08-21,BL_19383,Blancathey,Turbidity,0.3,NTU
648087,2070-08-21,ME_16234,Merton,Turbidity,0.2,NTU
684591,2070-08-21,SO_13001,Southwold,Turbidity,0.2,NTU
609085,2070-08-21,SN_16059,Snake's Canyon,Turbidity,0.2,NTU
651115,2070-08-21,TA_13119,Tarnstead,Turbidity,0.2,NTU
653577,2070-08-21,SW_10228,Swadlincote,Turbidity,0.2,NTU
694383,2070-08-27,ME_14915,Merton,E. coli,0,Orgs/100mL
673427,2070-08-27,WA_11512,Wakefield,E. coli,0,Orgs/100mL
609700,2070-08-27,SN_10238,Snake's Canyon,E. coli,0,Orgs/100mL
633820,2070-08-27,SO_15923,Southwold,E. coli,0,Orgs/100mL
696049,2070-08-27,SW_14394,Swadlincote,E. coli,0,Orgs/100mL
685316,2070-08-27,TA_13630,Tarnstead,E. coli,0,Orgs/100mL
660327,2070-08-27,WA_11512,Wakefield,Turbidity,0.4,NTU
652921,2070-08-27,ME_14915,Merton,Turbidity,0.3,NTU
632633,2070-08-27,SN_10238,Snake's Canyon,Turbidity,0.1,NTU
650508,2070-08-27,SO_15923,Southwold,Turbidity,0.1,NTU
614828,2070-08-27,SW_14394,Swadlincote,Turbidity,0.1,NTU
670232,2070-08-27,TA_13630,Tarnstead,Turbidity,0.1,NTU
663092,2070-08-28,WA_11512,Wakefield,Chlorine Total,1.63,mg/L
651092,2070-08-28,ME_14915,Merton,Chlorine Total,1.27,mg/L
643512,2070-08-28,SW_14394,Swadlincote,Chlorine Total,0.52,mg/L
610541,2070-08-28,SN_10238,Snake's Canyon,Chlorine Total,0.35,mg/L
676026,2070-08-28,SO_15923,Southwold,Chlorine Total,0.13,mg/L
673274,2070-08-28,TA_13630,Tarnstead,Chlorine Total,0.05,mg/L
600907,2070-08-29,BL_11246,Blancathey,Chlorine Total,0.53,mg/L
610610,2070-08-29,BL_11246,Blancathey,E. coli,0,Orgs/100mL
664576,2070-08-29,BL_11246,Blancathey,Turbidity,0.2,NTU
636799,2070-09-03,WA_12344,Wakefield,Chlorine Total,1.24,mg/L
650287,2070-09-03,ME_15385,Merton,Chlorine Total,1.07,mg/L
684861,2070-09-03,SW_10733,Swadlincote,Chlorine Total,0.53,mg/L
606545,2070-09-03,SO_17522,Southwold,Chlorine Total,0.52,mg/L
651497,2070-09-03,TA_18826,Tarnstead,Chlorine Total,0.44,mg/L
661397,2070-09-03,SN_12633,Snake's Canyon,Chlorine Total,0.09,mg/L
616314,2070-09-03,ME_15385,Merton,E. coli,0,Orgs/100mL
671326,2070-09-03,TA_18826,Tarnstead,E. coli,0,Orgs/100mL
653991,2070-09-03,WA_12344,Wakefield,E. coli,0,Orgs/100mL
640790,2070-09-03,SN_12633,Snake's Canyon,E. coli,0,Orgs/100mL
658805,2070-09-03,SO_17522,Southwold,E. coli,0,Orgs/100mL
653057,2070-09-03,SW_10733,Swadlincote,E. coli,0,Orgs/100mL
626273,2070-09-03,ME_15385,Merton,THM,0.002,mg/L
680318,2070-09-03,WA_12344,Wakefield,THM,0.001,mg/L
615914,2070-09-03,TA_18826,Tarnstead,Turbidity,0.2,NTU
604216,2070-09-03,WA_12344,Wakefield,Turbidity,0.2,NTU
632026,2070-09-03,ME_15385,Merton,Turbidity,0.1,NTU
671543,2070-09-03,SN_12633,Snake's Canyon,Turbidity,0.1,NTU
615130,2070-09-03,SO_17522,Southwold,Turbidity,0.1,NTU
612243,2070-09-03,SW_10733,Swadlincote,Turbidity,0.1,NTU
666553,2070-09-05,BL_12796,Blancathey,Chlorine Total,1.26,mg/L
633421,2070-09-05,BL_12796,Blancathey,E. coli,0,Orgs/100mL
688332,2070-09-05,BL_12796,Blancathey,Turbidity,0.2,NTU
663872,2070-09-10,WA_16411,Wakefield,Chlorine Total,1.88,mg/L
658123,2070-09-10,ME_19428,Merton,Chlorine Total,1.4,mg/L
677629,2070-09-10,SN_11009,Snake's Canyon,Chlorine Total,0.59,mg/L
684636,2070-09-10,SW_17048,Swadlincote,Chlorine Total,0.46,mg/L
669524,2070-09-10,WA_11938,Wakefield,Chlorine Total,0.24,mg/L
636481,2070-09-10,SO_16361,Southwold,Chlorine Total,0.18,mg/L
675554,2070-09-10,TA_16957,Tarnstead,Chlorine Total,0.025,mg/L
620002,2070-09-10,SN_11009,Snake's Canyon,E. coli,0,Orgs/100mL
684530,2070-09-10,SO_16361,Southwold,E. coli,0,Orgs/100mL
655816,2070-09-10,WA_16411,Wakefield,E. coli,0,Orgs/100mL
604712,2070-09-10,ME_19428,Merton,E. coli,0,Orgs/100mL
650188,2070-09-10,WA_11938,Wakefield,E. coli,0,Orgs/100mL
658315,2070-09-10,TA_16957,Tarnstead,E. coli,0,Orgs/100mL
664123,2070-09-10,SW_17048,Swadlincote,E. coli,0,Orgs/100mL
678677,2070-09-10,SW_17048,Swadlincote,THM,0.018,mg/L
617836,2070-09-10,TA_16957,Tarnstead,THM,0.005,mg/L
617161,2070-09-10,SN_11009,Snake's Canyon,THM,0.001,mg/L
610680,2070-09-10,SO_16361,Southwold,Turbidity,0.2,NTU
639547,2070-09-10,ME_19428,Merton,Turbidity,0.2,NTU
622383,2070-09-10,SN_11009,Snake's Canyon,Turbidity,0.1,NTU
687693,2070-09-10,WA_16411,Wakefield,Turbidity,0.1,NTU
694152,2070-09-10,TA_16957,Tarnstead,Turbidity,0.1,NTU
678750,2070-09-10,SW_17048,Swadlincote,Turbidity,0.1,NTU
628055,2070-09-12,BL_10984,Blancathey,Chlorine Total,1.33,mg/L
640530,2070-09-12,BL_10984,Blancathey,E. coli,0,Orgs/100mL
605676,2070-09-12,BL_10984,Blancathey,Turbidity,0.2,NTU
638969,2070-09-17,WA_13998,Wakefield,Chlorine Total,1.54,mg/L
631330,2070-09-17,ME_12236,Merton,Chlorine Total,1.14,mg/L
697649,2070-09-17,TA_19639,Tarnstead,Chlorine Total,0.61,mg/L
665944,2070-09-17,SN_19642,Snake's Canyon,Chlorine Total,0.56,mg/L
630565,2070-09-17,SO_18289,Southwold,Chlorine Total,0.16,mg/L
659991,2070-09-17,SW_15551,Swadlincote,Chlorine Total,0.07,mg/L
635702,2070-09-17,SO_18289,Southwold,E. coli,0,Orgs/100mL
631025,2070-09-17,ME_12236,Merton,E. coli,0,Orgs/100mL
613723,2070-09-17,SN_19642,Snake's Canyon,E. coli,0,Orgs/100mL
658115,2070-09-17,WA_13998,Wakefield,E. coli,0,Orgs/100mL
693216,2070-09-17,SW_15551,Swadlincote,E. coli,0,Orgs/100mL
610747,2070-09-17,TA_19639,Tarnstead,E. coli,0,Orgs/100mL
672930,2070-09-17,SO_18289,Southwold,THM,0.006,mg/L
636890,2070-09-17,SO_18289,Southwold,Turbidity,0.3,NTU
688393,2070-09-17,ME_12236,Merton,Turbidity,0.3,NTU
643320,2070-09-17,TA_19639,Tarnstead,Turbidity,0.3,NTU
628977,2070-09-17,SN_19642,Snake's Canyon,Turbidity,0.2,NTU
618287,2070-09-17,WA_13998,Wakefield,Turbidity,0.2,NTU
658232,2070-09-17,SW_15551,Swadlincote,Turbidity,0.2,NTU
621780,2070-09-19,BL_10027,Blancathey,Chlorine Total,1.21,mg/L
673706,2070-09-19,BL_10027,Blancathey,E. coli,0,Orgs/100mL
642346,2070-09-19,BL_10027,Blancathey,Turbidity,0.2,NTU
676380,2070-09-24,WA_11512,Wakefield,Chlorine Total,1.57,mg/L
681636,2070-09-24,SW_14121,Swadlincote,Chlorine Total,0.45,mg/L
612903,2070-09-24,TA_18683,Tarnstead,Chlorine Total,0.16,mg/L
654419,2070-09-24,SO_13252,Southwold,Chlorine Total,0.13,mg/L
636448,2070-09-24,ME_16234,Merton,Chlorine Total,0.025,mg/L
642609,2070-09-24,SN_15191,Snake's Canyon,Chlorine Total,0.025,mg/L
637445,2070-09-24,ME_16234,Merton,E. coli,0,Orgs/100mL
673859,2070-09-24,WA_11512,Wakefield,E. coli,0,Orgs/100mL
606423,2070-09-24,SO_13252,Southwold,E. coli,0,Orgs/100mL
617980,2070-09-24,TA_18683,Tarnstead,E. coli,0,Orgs/100mL
651227,2070-09-24,SW_14121,Swadlincote,E. coli,0,Orgs/100mL
648882,2070-09-24,SN_15191,Snake's Canyon,E. coli,0,Orgs/100mL
622083,2070-09-24,ME_16234,Merton,Turbidity,0.3,NTU
604563,2070-09-24,WA_11512,Wakefield,Turbidity,0.2,NTU
673507,2070-09-24,SO_13252,Southwold,Turbidity,0.2,NTU
648175,2070-09-24,TA_18683,Tarnstead,Turbidity,0.2,NTU
644924,2070-09-24,SW_14121,Swadlincote,Turbidity,0.2,NTU
690191,2070-09-24,SN_15191,Snake's Canyon,Turbidity,0.1,NTU
634971,2070-09-26,BL_15407,Blancathey,Chlorine Total,1.38,mg/L
612772,2070-09-26,BL_15407,Blancathey,E. coli,0,Orgs/100mL
611756,2070-09-26,BL_15407,Blancathey,THM,0.002,mg/L
606411,2070-09-26,BL_15407,Blancathey,Turbidity,0.2,NTU
677796,2070-10-01,WA_17036,Wakefield,Chlorine Total,1.59,mg/L
612250,2070-10-01,ME_19428,Merton,Chlorine Total,0.85,mg/L
653621,2070-10-01,TA_18370,Tarnstead,Chlorine Total,0.6,mg/L
629346,2070-10-01,SO_12771,Southwold,Chlorine Total,0.44,mg/L
631640,2070-10-01,SW_15541,Swadlincote,Chlorine Total,0.18,mg/L
610930,2070-10-01,SN_16059,Snake's Canyon,Chlorine Total,0.05,mg/L
690863,2070-10-01,SN_16059,Snake's Canyon,E. coli,0,Orgs/100mL
627462,2070-10-01,ME_19428,Merton,E. coli,0,Orgs/100mL
662503,2070-10-01,WA_17036,Wakefield,E. coli,0,Orgs/100mL
638704,2070-10-01,SW_15541,Swadlincote,E. coli,0,Orgs/100mL
644136,2070-10-01,SO_12771,Southwold,E. coli,0,Orgs/100mL
691425,2070-10-01,TA_18370,Tarnstead,E. coli,0,Orgs/100mL
694883,2070-10-01,WA_17036,Wakefield,Turbidity,0.2,NTU
685272,2070-10-01,SW_15541,Swadlincote,Turbidity,0.2,NTU
631072,2070-10-01,SN_16059,Snake's Canyon,Turbidity,0.1,NTU
663927,2070-10-01,ME_19428,Merton,Turbidity,0.1,NTU
641219,2070-10-01,SO_12771,Southwold,Turbidity,0.1,NTU
647293,2070-10-01,TA_18370,Tarnstead,Turbidity,0.1,NTU
625697,2070-10-03,BL_11064,Blancathey,Chlorine Total,0.71,mg/L
611640,2070-10-03,BL_11064,Blancathey,E. coli,0,Orgs/100mL
656524,2070-10-03,BL_11064,Blancathey,Turbidity,6.02,NTU
627569,2070-10-08,WA_19229,Wakefield,Chlorine Total,1.42,mg/L
619168,2070-10-08,ME_15385,Merton,Chlorine Total,0.59,mg/L
641575,2070-10-08,TA_15138,Tarnstead,Chlorine Total,0.55,mg/L
628007,2070-10-08,SO_12411,Southwold,Chlorine Total,0.28,mg/L
660990,2070-10-08,SW_17608,Swadlincote,Chlorine Total,0.23,mg/L
672694,2070-10-08,WA_15863,Wakefield,Chlorine Total,0.22,mg/L
665531,2070-10-08,SN_12633,Snake's Canyon,Chlorine Total,0.22,mg/L
620686,2070-10-08,TA_15138,Tarnstead,E. coli,0,Orgs/100mL
603332,2070-10-08,ME_15385,Merton,E. coli,0,Orgs/100mL
622755,2070-10-08,WA_15863,Wakefield,E. coli,0,Orgs/100mL
676608,2070-10-08,SO_12411,Southwold,E. coli,0,Orgs/100mL
658578,2070-10-08,SW_17608,Swadlincote,E. coli,0,Orgs/100mL
683353,2070-10-08,SN_12633,Snake's Canyon,E. coli,0,Orgs/100mL
675643,2070-10-08,WA_19229,Wakefield,E. coli,0,Orgs/100mL
644819,2070-10-08,SW_17608,Swadlincote,THM,0.028,mg/L
634929,2070-10-08,SO_12411,Southwold,THM,0.002,mg/L
600931,2070-10-08,SN_12633,Snake's Canyon,THM,0.001,mg/L
691097,2070-10-08,ME_15385,Merton,Turbidity,0.3,NTU
670246,2070-10-08,TA_15138,Tarnstead,Turbidity,0.2,NTU
626483,2070-10-08,SO_12411,Southwold,Turbidity,0.2,NTU
658795,2070-10-08,SW_17608,Swadlincote,Turbidity,0.2,NTU
613989,2070-10-08,SN_12633,Snake's Canyon,Turbidity,0.2,NTU
661812,2070-10-08,WA_19229,Wakefield,Turbidity,0.2,NTU
621370,2070-10-10,BL_15694,Blancathey,Chlorine Total,1.38,mg/L
656108,2070-10-10,BL_15694,Blancathey,E. coli,0,Orgs/100mL
647520,2070-10-10,BL_15694,Blancathey,Turbidity,0.1,NTU
657549,2070-10-15,WA_16258,Wakefield,Chlorine Total,0.71,mg/L
602405,2070-10-15,ME_14915,Merton,Chlorine Total,0.54,mg/L
692036,2070-10-15,TA_16763,Tarnstead,Chlorine Total,0.43,mg/L
600684,2070-10-15,SW_14500,Swadlincote,Chlorine Total,0.43,mg/L
606033,2070-10-15,SO_17995,Southwold,Chlorine Total,0.43,mg/L
683698,2070-10-15,SN_10238,Snake's Canyon,Chlorine Total,0.28,mg/L
614524,2070-10-15,TA_16763,Tarnstead,E. coli,0,Orgs/100mL
618990,2070-10-15,ME_14915,Merton,E. coli,0,Orgs/100mL
604829,2070-10-15,SW_14500,Swadlincote,E. coli,0,Orgs/100mL
685862,2070-10-15,SN_10238,Snake's Canyon,E. coli,0,Orgs/100mL
639624,2070-10-15,SO_17995,Southwold,E. coli,0,Orgs/100mL
612726,2070-10-15,WA_16258,Wakefield,E. coli,0,Orgs/100mL
620293,2070-10-15,WA_16258,Wakefield,THM,0.003,mg/L
693855,2070-10-15,TA_16763,Tarnstead,THM,0.002,mg/L
641590,2070-10-15,ME_14915,Merton,THM,0.001,mg/L
653221,2070-10-15,TA_16763,Tarnstead,Turbidity,4.29,NTU
626895,2070-10-15,WA_16258,Wakefield,Turbidity,0.3,NTU
664592,2070-10-15,ME_14915,Merton,Turbidity,0.2,NTU
619577,2070-10-15,SW_14500,Swadlincote,Turbidity,0.2,NTU
644368,2070-10-15,SN_10238,Snake's Canyon,Turbidity,0.2,NTU
652273,2070-10-15,SO_17995,Southwold,Turbidity,0.1,NTU
634600,2070-10-17,BL_10901,Blancathey,Chlorine Total,1.13,mg/L
655540,2070-10-17,BL_10901,Blancathey,E. coli,0,Orgs/100mL
650663,2070-10-17,BL_10901,Blancathey,THM,0.0005,mg/L
650001,2070-10-17,BL_10901,Blancathey,Turbidity,0.2,NTU
691100,2070-10-22,WA_14286,Wakefield,Chlorine Total,0.89,mg/L
699478,2070-10-22,SN_11009,Snake's Canyon,Chlorine Total,0.6,mg/L
631071,2070-10-22,SW_10228,Swadlincote,Chlorine Total,0.55,mg/L
697351,2070-10-22,ME_19428,Merton,Chlorine Total,0.46,mg/L
652695,2070-10-22,SO_13001,Southwold,Chlorine Total,0.09,mg/L
639359,2070-10-22,TA_13119,Tarnstead,Chlorine Total,0.025,mg/L
652836,2070-10-22,SN_11009,Snake's Canyon,E. coli,0,Orgs/100mL
612957,2070-10-22,SO_13001,Southwold,E. coli,0,Orgs/100mL
661451,2070-10-22,TA_13119,Tarnstead,E. coli,0,Orgs/100mL
683373,2070-10-22,SW_10228,Swadlincote,E. coli,0,Orgs/100mL
638970,2070-10-22,ME_19428,Merton,E. coli,0,Orgs/100mL
635709,2070-10-22,WA_14286,Wakefield,E. coli,0,Orgs/100mL
624368,2070-10-22,SO_13001,Southwold,Turbidity,0.2,NTU
605679,2070-10-22,TA_13119,Tarnstead,Turbidity,0.2,NTU
603424,2070-10-22,SW_10228,Swadlincote,Turbidity,0.2,NTU
674972,2070-10-22,ME_19428,Merton,Turbidity,0.2,NTU
648826,2070-10-22,WA_14286,Wakefield,Turbidity,0.1,NTU
687375,2070-10-22,SN_11009,Snake's Canyon,Turbidity,0.05,NTU
606251,2070-10-24,BL_19383,Blancathey,Chlorine Total,0.26,mg/L
615703,2070-10-24,BL_19383,Blancathey,E. coli,0,Orgs/100mL
600928,2070-10-24,BL_19383,Blancathey,Turbidity,0.1,NTU
683861,2070-10-29,WA_12574,Wakefield,Chlorine Total,1.4,mg/L
658963,2070-10-29,SW_14394,Swadlincote,Chlorine Total,0.79,mg/L
630572,2070-10-29,SN_19642,Snake's Canyon,Chlorine Total,0.44,mg/L
617700,2070-10-29,ME_12236,Merton,Chlorine Total,0.42,mg/L
668394,2070-10-29,SO_15923,Southwold,Chlorine Total,0.38,mg/L
672892,2070-10-29,TA_13630,Tarnstead,Chlorine Total,0.12,mg/L
693102,2070-10-29,ME_12236,Merton,E. coli,0,Orgs/100mL
654365,2070-10-29,SN_19642,Snake's Canyon,E. coli,0,Orgs/100mL
677859,2070-10-29,SO_15923,Southwold,E. coli,0,Orgs/100mL
637616,2070-10-29,WA_12574,Wakefield,E. coli,0,Orgs/100mL
697985,2070-10-29,SW_14394,Swadlincote,E. coli,0,Orgs/100mL
606329,2070-10-29,TA_13630,Tarnstead,E. coli,0,Orgs/100mL
696126,2070-10-29,ME_12236,Merton,Turbidity,0.4,NTU
613838,2070-10-29,SO_15923,Southwold,Turbidity,0.3,NTU
631897,2070-10-29,SW_14394,Swadlincote,Turbidity,0.3,NTU
629184,2070-10-29,TA_13630,Tarnstead,Turbidity,0.3,NTU
637300,2070-10-29,SN_19642,Snake's Canyon,Turbidity,0.2,NTU
696628,2070-10-29,WA_12574,Wakefield,Turbidity,0.2,NTU
683969,2070-11-01,BL_11246,Blancathey,Chlorine Total,0.44,mg/L
670863,2070-11-01,BL_11246,Blancathey,E. coli,0,Orgs/100mL
626776,2070-11-01,BL_11246,Blancathey,Turbidity,0.2,NTU
655865,2070-11-05,WA_11283,Wakefield,Chlorine Total,1.46,mg/L
